id,tnea_code,sl_no,department_code,department_name,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_marker
723,1414,1,CE,CIVIL ENGINEERING,30,2009,No,,
724,1414,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2001,Yes,2028,
725,1414,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,No,,
726,1414,4,ME,MECHANICAL ENGINEERING,60,2006,No,,
727,1414,5,IT,INFORMATION TECHNOLOGY,90,2001,Yes,2028,
728,1414,6,CS,COMPUTER SCIENCE AND ENGINEERING,90,2001,Yes,2028,
729,1415,1,CE,CIVIL ENGINEERING,60,2010,No,,
730,1415,2,CS,COMPUTER SCIENCE AND ENGINEERING,30,2010,No,,
731,1415,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2010,No,,
732,1415,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2010,No,,
733,1415,5,ME,MECHANICAL ENGINEERING,60,2010,No,,
734,1416,1,BT,BIO TECHNOLOGY,30,2024,No,,
735,1416,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2001,No,,
736,1416,3,ME,MECHANICAL ENGINEERING,60,2007,No,,
737,1416,4,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
738,1416,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
739,1416,6,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
740,1416,7,PH,PHARMACEUTICAL TECHNOLOGY,30,2021,No,,
741,1419,1,SC,Computer Science and Engineering (Cyber Security),180,2024,No,,
742,1419,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,300,2020,No,,
743,1419,3,CE,CIVIL ENGINEERING,30,2007,No,,
744,1419,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,600,1995,Yes,2026,
745,1419,5,CS,COMPUTER SCIENCE AND ENGINEERING,600,1998,Yes,2028,
746,1419,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180,1995,Yes,2028,
747,1419,7,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,120,2007,Yes,2028,
748,1419,8,ME,MECHANICAL ENGINEERING,120,1992,Yes,2028,
749,1419,9,IT,INFORMATION TECHNOLOGY,480,1999,Yes,2028,
750,1419,10,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2020,No,,
751,1419,11,CJ,M. Tech. Computer Science and Engineering (Integrated 5 years),60,2021,No,,
752,1419,12,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),180,2022,No,,
753,1419,13,CI,Computer Science and Engineering (Internet of Things),120,2022,No,,
754,1419,14,MZ,Mechatronics Engineering,60,2025,No,,
755,1419,15,CO,COMPUTER AND COMMUNICATION ENGINEERING,60,2025,No,,
756,1420,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
757,1420,2,AE,AERONAUTICAL ENGINEERING,30,2005,No,,
758,1420,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,1998,Yes,2027,
759,1420,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1996,Yes,2027,
760,1420,5,IT,INFORMATION TECHNOLOGY,120,1996,Yes,2027,
761,1420,6,ME,MECHANICAL ENGINEERING,30,1998,No,,
762,1420,7,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
763,1421,1,IT,INFORMATION TECHNOLOGY,120,2024,No,,
764,1421,2,CE,CIVIL ENGINEERING,60,2004,No,,
765,1421,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,1994,No,,
766,1421,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1994,No,,
767,1421,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2001,No,,
768,1421,6,ME,MECHANICAL ENGINEERING,60,1994,No,,
769,1421,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2026,,,
770,1422,1,CE,CIVIL ENGINEERING,30,2009,No,,
771,1422,2,CS,COMPUTER SCIENCE AND ENGINEERING,180,1999,Yes,2026,
772,1422,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2001,Yes,2028,
773,1422,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1999,Yes,2026,
774,1422,5,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,2002,Yes,2028,
775,1422,6,ME,MECHANICAL ENGINEERING,60,2008,Yes,2026,
776,1422,7,IT,INFORMATION TECHNOLOGY,120,1999,No,,
777,1422,8,AG,AGRICULTURAL ENGINEERING,60,2019,No,,
778,1422,9,CY,Cyber Security,60,2020,No,,
779,1422,10,MD,MEDICAL ELECTRONICS ENGINEERING,60,2019,No,,
780,1422,11,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
781,1423,1,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
782,1423,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2002,No,,
783,1423,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
784,1423,4,ME,MECHANICAL ENGINEERING,30,2004,No,,
785,1423,5,IT,INFORMATION TECHNOLOGY,60,2023,No,,
786,1423,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
787,1423,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2026,,,
788,1424,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
789,1424,2,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2022,No,,
790,1424,3,CS,COMPUTER SCIENCE AND ENGINEERING,180,2002,No,,
791,1424,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
792,1424,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2002,No,,
793,1424,6,ME,MECHANICAL ENGINEERING,0,2008,No,,
794,1424,7,PE,PETROLEUM ENGINEERING,30,2014,No,,
795,1424,8,RM,ROBOTICS AND AUTOMATION,30,2020,No,,
796,1424,9,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2026,,,
797,1426,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2002,No,,
798,1426,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
799,1426,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2002,No,,
800,1426,4,ME,MECHANICAL ENGINEERING,60,2002,No,,
801,1426,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2023,No,,
802,1426,6,IT,INFORMATION TECHNOLOGY,90,2008,No,,
803,1426,7,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,0,2024,No,,
804,1426,8,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
805,1427,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2000,No,,
806,1427,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2005,No,,
807,1427,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2000,No,,
808,1427,4,IT,INFORMATION TECHNOLOGY,30,2000,No,,
809,1427,5,FT,FASHION TECHNOLOGY,30,2007,No,,
810,1427,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
811,1428,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
812,1428,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2007,No,,
813,1428,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
814,1428,4,IT,INFORMATION TECHNOLOGY,120,2023,No,,
815,1430,1,CE,CIVIL ENGINEERING,30,2010,No,,
816,1430,2,CS,COMPUTER SCIENCE AND ENGINEERING,150,2008,No,,
817,1430,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
818,1430,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
819,1430,5,ME,MECHANICAL ENGINEERING,60,2009,No,,
820,1430,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
821,1431,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2023,No,,
822,1431,2,CS,COMPUTER SCIENCE AND ENGINEERING,300,2008,Yes,2027,
823,1431,3,SC,Computer Science and Engineering (Cyber Security),120,2023,No,,
824,1431,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,Yes,2027,
825,1431,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,2008,Yes,2027,
826,1431,6,IT,INFORMATION TECHNOLOGY,120,2008,Yes,2027,
827,1431,7,ME,MECHANICAL ENGINEERING,30,2010,No,,
828,1432,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,420,2020,No,,
829,1432,2,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,120,2021,No,,
830,1432,3,CO,COMPUTER AND COMMUNICATION ENGINEERING,120,2020,No,,
831,1432,4,CS,COMPUTER SCIENCE AND ENGINEERING,540,2008,Yes,2028,
832,1432,5,ME,MECHANICAL ENGINEERING,120,2008,Yes,2028,
833,1432,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,420,2008,Yes,2027,
834,1432,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2022,No,,
835,1432,8,EV,Electronics Engineering (VLSI Design and Technology),120,2023,No,,
836,1432,9,BT,BIO TECHNOLOGY,60,2024,No,,
837,1432,10,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
838,1434,1,AU,AUTOMOBILE ENGINEERING,30,2010,No,,
839,1434,2,CE,CIVIL ENGINEERING,30,2009,No,,
840,1434,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
841,1434,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
842,1434,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
843,1434,6,ME,MECHANICAL ENGINEERING,60,2009,No,,
844,1434,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
845,1434,8,AG,AGRICULTURAL ENGINEERING,30,2023,No,,
846,1434,9,AE,AERONAUTICAL ENGINEERING,30,2010,No,,
847,1434,10,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
848,1436,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
849,1436,2,CE,CIVIL ENGINEERING,30,2010,No,,
850,1436,3,ME,MECHANICAL ENGINEERING,60,2009,No,,
851,1436,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
852,1436,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
853,1436,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2008,No,,
854,1437,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
855,1437,2,CE,CIVIL ENGINEERING,30,2010,No,,
856,1437,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
857,1437,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2008,No,,
858,1437,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
859,1437,6,ME,MECHANICAL ENGINEERING,30,2010,No,,
860,1437,7,IT,INFORMATION TECHNOLOGY,60,2008,No,,
861,1437,8,SC,Computer Science and Engineering (Cyber Security),30,2025,No,,
862,1438,1,ME,MECHANICAL ENGINEERING,60,2010,No,,
863,1438,2,CE,CIVIL ENGINEERING,30,2010,No,,
864,1438,3,CS,COMPUTER SCIENCE AND ENGINEERING,45,2010,No,,
865,1438,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2010,No,,
866,1438,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,45,2010,No,,
867,1441,1,CE,CIVIL ENGINEERING,30,2009,No,,
868,1441,2,CS,COMPUTER SCIENCE AND ENGINEERING,90,2012,No,,
869,1441,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
870,1441,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,No,,
871,1441,5,ME,MECHANICAL ENGINEERING,60,2009,No,,
872,1441,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
873,1441,7,IT,INFORMATION TECHNOLOGY,60,2023,No,,
874,1442,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2020,No,,
875,1442,2,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
876,1442,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,2009,No,,
877,1444,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
878,1444,2,SC,Computer Science and Engineering (Cyber Security),30,,,,
879,1444,3,CE,CIVIL ENGINEERING,30,2010,No,,
880,1444,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2010,No,,
881,1444,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2010,No,,
882,1444,6,ME,MECHANICAL ENGINEERING,60,2010,No,,
883,1445,1,CS,COMPUTER SCIENCE AND ENGINEERING,180,2009,No,,
884,1445,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
885,1445,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,No,,
886,1445,4,ME,MECHANICAL ENGINEERING,60,2009,No,,
887,1445,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
888,1449,1,AG,AGRICULTURAL ENGINEERING,30,2021,No,,
889,1449,2,CE,CIVIL ENGINEERING,30,2010,No,,
890,1449,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2010,No,,
891,1449,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2010,No,,
892,1449,5,ME,MECHANICAL ENGINEERING,30,2010,No,,
893,1449,6,IT,INFORMATION TECHNOLOGY,60,2026,,,
894,1449,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2026,,,
895,1450,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
896,1450,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2010,Yes,2025,
897,1450,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2010,Yes,2025,
898,1450,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2010,Yes,2025,
899,1450,5,IT,INFORMATION TECHNOLOGY,60,2010,Yes,2025,
900,1450,6,ME,MECHANICAL ENGINEERING,60,2010,Yes,2025,
901,1452,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
902,1452,2,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2023,No,,
903,1452,3,CE,CIVIL ENGINEERING,30,2010,No,,
904,1452,4,CS,COMPUTER SCIENCE AND ENGINEERING,180,2010,No,,
905,1452,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2011,No,,
906,1452,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2010,No,,
907,1452,7,IT,INFORMATION TECHNOLOGY,120,2023,No,,
908,1452,8,ME,MECHANICAL ENGINEERING,30,2010,No,,
909,1452,9,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
910,1452,10,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
911,1452,12,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60,2025,No,,
912,1452,13,RI,ROBOTICS AND ARTIFICIAL INTELLIGENCE,60,2025,No,,
913,1452,14,CD,COMPUTER SCIENCE AND DESIGN,60,2025,No,,
914,1501,1,CE,CIVIL ENGINEERING,30,2012,No,,
915,1501,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2001,No,,
916,1501,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
917,1501,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2004,No,,
918,1501,5,IT,INFORMATION TECHNOLOGY,60,2001,No,,
919,1501,6,ME,MECHANICAL ENGINEERING,30,2011,No,,
920,1501,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
921,1501,8,SC,Computer Science and Engineering (Cyber Security),30,2024,No,,
922,1503,1,CE,CIVIL ENGINEERING,30,1985,No,,
923,1503,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,1985,No,,
924,1503,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,1999,No,,
925,1503,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,1992,No,,
926,1503,5,IC,INSTRUMENTATION AND CONTROL ENGINEERING,0,1995,No,,
927,1503,6,ME,MECHANICAL ENGINEERING,60,1985,No,,
928,1503,7,IT,INFORMATION TECHNOLOGY,30,1999,No,,
929,1503,8,BT,BIO TECHNOLOGY,0,2006,No,,
930,1503,9,CH,CHEMICAL ENGINEERING,0,1999,No,,
931,1503,10,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
932,1504,1,BT,BIO TECHNOLOGY,60,2002,Yes,2028,
933,1504,2,CS,COMPUTER SCIENCE AND ENGINEERING,240,1993,Yes,2028,
934,1504,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,1995,Yes,2026,
935,1504,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1993,Yes,2026,
936,1504,5,IT,INFORMATION TECHNOLOGY,120,1998,Yes,2026,
937,1504,6,ME,MECHANICAL ENGINEERING,60,1993,No,,
938,1504,7,CE,CIVIL ENGINEERING,30,2007,No,,
939,1504,8,CH,CHEMICAL ENGINEERING,30,1997,No,,
940,1504,9,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
941,1504,10,AG,AGRICULTURAL ENGINEERING,0,2023,No,,
942,1504,11,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2022,No,,
943,1504,12,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2023,No,,
944,1504,13,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2026,,,
945,1505,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
946,1505,2,CE,CIVIL ENGINEERING,30,2008,No,,
947,1505,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,1998,No,,
948,1505,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
949,1505,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,1998,No,,
950,1505,6,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2026,
951,1505,7,ME,MECHANICAL ENGINEERING,60,1998,No,,
952,1505,8,AL,Artificial Intelligence and Machine Learning,60,2025,No,,
953,1507,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
954,1507,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2000,No,,
955,1507,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2000,No,,
956,1507,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2000,No,,
957,1507,5,IT,INFORMATION TECHNOLOGY,90,2001,No,,
958,1507,6,ME,MECHANICAL ENGINEERING,30,2006,No,,
959,1507,7,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2023,No,,
960,1507,8,SC,Computer Science and Engineering (Cyber Security),30,2024,No,,
961,1509,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2001,No,,
962,1509,2,IT,INFORMATION TECHNOLOGY,120,2001,No,,
963,1509,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2001,No,,
964,1509,4,CE,CIVIL ENGINEERING,30,2012,No,,
965,1509,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2001,No,,
966,1509,6,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,30,2007,No,,
967,1509,7,ME,MECHANICAL ENGINEERING,30,2011,No,,
968,1509,8,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
969,1509,9,AR,Architecture,80,2009,No,,
970,1509,10,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
971,1509,11,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2025,No,,
972,1509,12,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
973,1510,1,CE,CIVIL ENGINEERING,60,2009,No,,
974,1510,2,CS,COMPUTER SCIENCE AND ENGINEERING,90,1995,No,,
975,1510,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1995,No,,
976,1510,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1997,No,,
977,1510,5,ME,MECHANICAL ENGINEERING,60,1999,No,,
978,1510,6,IT,INFORMATION TECHNOLOGY,60,2023,No,,
979,1510,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
980,1512,1,CE,CIVIL ENGINEERING,60,2009,No,,
981,1512,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,1999,No,,
982,1512,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1999,No,,
983,1512,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2001,No,,
984,1512,5,IT,INFORMATION TECHNOLOGY,60,1999,No,,
985,1512,6,ME,MECHANICAL ENGINEERING,60,2003,No,,
986,1512,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2023,No,,
987,1512,8,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
988,1512,9,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
989,1513,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,1999,No,,
990,1513,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1999,No,,
991,1513,3,IT,INFORMATION TECHNOLOGY,60,1999,No,,
992,1513,4,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
993,1513,5,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2024,No,,
994,1516,1,CE,CIVIL ENGINEERING,60,1990,Yes,2025,
995,1516,2,ME,MECHANICAL ENGINEERING,120,1990,Yes,2025,
996,1516,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,1990,Yes,2025,
997,1516,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2018,No,,
998,1516,5,CS,COMPUTER SCIENCE AND ENGINEERING,60,2018,No,,
999,1516,6,RM,ROBOTICS AND AUTOMATION,60,2025,No,,
1000,1517,1,CE,CIVIL ENGINEERING,30,2005,No,,
1001,1517,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,1999,No,,
1002,1517,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2005,No,,
1003,1517,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2000,No,,
1004,1517,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2023,No,,
1005,1517,6,ME,MECHANICAL ENGINEERING,60,1999,No,,
1006,1517,7,IT,INFORMATION TECHNOLOGY,30,2007,No,,
1007,1517,8,AG,AGRICULTURAL ENGINEERING,30,2024,No,,
1008,1518,1,CS,COMPUTER SCIENCE AND ENGINEERING,90,1998,No,,
1009,1518,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2005,No,,
1010,1518,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1998,No,,
1011,1518,4,IT,INFORMATION TECHNOLOGY,68,1999,No,,
1012,1518,5,ME,MECHANICAL ENGINEERING,60,1998,No,,
1013,1518,6,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2023,No,,
1014,1519,1,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
1015,1519,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2011,No,,
1016,1519,3,IT,INFORMATION TECHNOLOGY,60,2002,No,,
1017,1519,4,ME,MECHANICAL ENGINEERING,60,2009,No,,
1018,1519,5,CS,COMPUTER SCIENCE AND ENGINEERING,120,2002,No,,
1019,1519,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
1020,1520,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2021,No,,
1021,1520,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
1022,1520,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2021,No,,
1023,1520,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
1024,1520,5,IT,INFORMATION TECHNOLOGY,60,2008,No,,
1025,1520,6,ME,MECHANICAL ENGINEERING,30,2009,No,,
1026,1520,7,AR,Architecture,40,2025,No,,
1027,1520,8,AL,Artificial Intelligence and Machine Learning,60,2025,No,,
1028,1523,1,AL,Artificial Intelligence and Machine Learning,30,2024,No,,
1029,1523,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2009,No,,
1030,1523,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
1031,1523,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2009,No,,
1032,1523,5,ME,MECHANICAL ENGINEERING,30,2009,No,,
1033,1523,6,IT,INFORMATION TECHNOLOGY,120,2012,No,,
1034,1523,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2023,No,,
1035,1524,1,CE,CIVIL ENGINEERING,30,2009,No,,
1036,1524,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2009,No,,
1037,1524,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2011,No,,
1038,1524,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2009,No,,
1039,1524,5,ME,MECHANICAL ENGINEERING,60,2009,No,,
1040,1524,6,IT,INFORMATION TECHNOLOGY,30,2023,No,,
1041,1524,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2026,,,
1042,1525,1,ME,MECHANICAL ENGINEERING,60,2009,No,,
1043,1525,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2009,No,,
1044,1525,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2009,No,,
1045,1525,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,No,,
1046,1525,5,IT,INFORMATION TECHNOLOGY,60,2023,No,,
1047,1525,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
1048,1526,1,CE,CIVIL ENGINEERING,30,2010,No,,
1049,1526,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2009,No,,
1050,1526,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2009,No,,
1051,1526,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2009,No,,
1052,1526,5,ME,MECHANICAL ENGINEERING,60,2009,No,,
1053,1605,1,CS,COMPUTER SCIENCE AND ENGINEERING,90,2001,No,,
1054,1605,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2012,No,,
1055,1605,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
1056,1605,4,IT,INFORMATION TECHNOLOGY,60,2001,No,,
1057,1605,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2026,,,
1058,2005,1,CE,CIVIL ENGINEERING,120,1952,Yes,2028,
1059,2005,2,ME,MECHANICAL ENGINEERING,120,1952,Yes,2027,
1060,2005,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1952,Yes,2028,
1061,2005,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1970,Yes,2028,
