id,tnea_code,sl_no,department_code,department_name,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_marker
335,1216,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,360,2001,Yes,2028,
336,1216,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,Yes,2028,
337,1216,5,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2028,
338,1216,6,ME,MECHANICAL ENGINEERING,60,2003,Yes,2028,
339,1216,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,
340,1216,8,AL,Artificial Intelligence and Machine Learning,180,2021,No,,
341,1216,9,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
342,1217,1,AU,AUTOMOBILE ENGINEERING,30,2014,No,,
343,1217,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2020,No,,
344,1217,3,CE,CIVIL ENGINEERING,30,2002,No,,
345,1217,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,1999,No,,
346,1217,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1999,No,,
347,1217,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,1999,No,,
348,1217,7,FD,FOOD TECHNOLOGY,60,2020,No,,
349,1217,8,BM,BIO MEDICAL ENGINEERING,30,2018,No,,
350,1217,9,MU,MECHANICAL AND AUTOMATION ENGINEERING,30,2020,No,,
351,1217,10,BT,BIO TECHNOLOGY,60,2003,No,,
352,1217,11,IT,INFORMATION TECHNOLOGY,60,2023,No,,
353,1217,12,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
354,1217,13,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2023,No,,
355,1217,14,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2023,No,,
356,1218,1,CE,CIVIL ENGINEERING,30,2011,No,,
357,1218,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,1996,No,,
358,1218,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,1996,No,,
359,1218,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,1996,No,,
360,1218,5,ME,MECHANICAL ENGINEERING,30,1996,No,,
361,1218,6,IT,INFORMATION TECHNOLOGY,90,2000,No,,
362,1218,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
363,1218,8,BM,BIO MEDICAL ENGINEERING,30,2020,No,,
364,1218,9,RM,ROBOTICS AND AUTOMATION,30,2020,No,,
365,1218,10,PH,PHARMACEUTICAL TECHNOLOGY,30,2020,No,,
366,1218,11,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
367,1219,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
368,1219,2,BT,BIO TECHNOLOGY,120,2005,Yes,2028,
369,1219,3,CE,CIVIL ENGINEERING,60,2008,Yes,2026,
370,1219,4,CH,CHEMICAL ENGINEERING,120,1994,Yes,2028,
371,1219,5,CS,COMPUTER SCIENCE AND ENGINEERING,360,1985,Yes,2028,
372,1219,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,180,1994,Yes,2028,
373,1219,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,240,1985,Yes,2028,
374,1219,8,IT,INFORMATION TECHNOLOGY,120,1996,Yes,2028,
375,1219,9,ME,MECHANICAL ENGINEERING,120,1985,Yes,2028,
376,1219,10,MU,MECHANICAL AND AUTOMATION ENGINEERING,60,2022,No,,
377,1219,11,MB,Mechanical Engineering (Automobile),30,2024,No,,
378,1221,1,CS,COMPUTER SCIENCE AND ENGINEERING,30,2000,No,,
379,1221,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2000,No,,
380,1221,3,ME,MECHANICAL ENGINEERING,60,2011,No,,
381,1221,4,MD,MEDICAL ELECTRONICS ENGINEERING,60,2022,No,,
382,1222,1,AE,AERONAUTICAL ENGINEERING,30,2007,No,,
383,1222,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,**
384,1222,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,2002,No,,
385,1222,4,CE,CIVIL ENGINEERING,15,2012,No,,
386,1222,5,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
387,1222,6,IT,INFORMATION TECHNOLOGY,60,2007,No,,
388,1222,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
389,1222,8,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2002,No,,
390,1222,9,ME,MECHANICAL ENGINEERING,30,2011,No,,
391,1225,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
392,1225,2,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
393,1225,3,ME,MECHANICAL ENGINEERING,60,2007,No,,
394,1225,4,CS,COMPUTER SCIENCE AND ENGINEERING,120,2007,No,,
395,1225,5,IT,INFORMATION TECHNOLOGY,120,2006,No,,
396,1225,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2003,No,,
397,1225,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,2003,No,,
398,1226,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2007,No,,
399,1226,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
400,1226,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2006,No,,
401,1226,4,ME,MECHANICAL ENGINEERING,60,2001,No,,
402,1226,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
403,1226,6,IT,INFORMATION TECHNOLOGY,60,2022,No,,
404,1228,1,SC,Computer Science and Engineering (Cyber Security),60,2024,No,,
405,1228,2,RM,ROBOTICS AND AUTOMATION,30,2024,No,,
406,1228,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2006,No,,
407,1228,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2006,No,,
408,1228,5,IT,INFORMATION TECHNOLOGY,60,2006,No,,
409,1228,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
410,1228,7,BM,BIO MEDICAL ENGINEERING,30,2006,No,,
411,1229,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2007,No,,
412,1229,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
413,1229,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
414,1229,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2007,No,,
415,1229,5,ME,MECHANICAL ENGINEERING,60,2008,No,,
416,1229,6,CE,CIVIL ENGINEERING,30,2009,No,,
417,1230,1,AE,AERONAUTICAL ENGINEERING,60,2012,No,,
418,1230,2,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
419,1230,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2023,No,,
420,1230,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2007,No,,
421,1230,5,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
422,1230,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2007,No,,
423,1230,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
424,1232,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
425,1232,2,IT,INFORMATION TECHNOLOGY,60,2008,No,,
426,1232,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
427,1232,4,CE,CIVIL ENGINEERING,30,2014,No,,
428,1232,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
429,1232,6,ME,MECHANICAL ENGINEERING,60,2009,No,,
430,1233,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2021,No,,
431,1233,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
432,1233,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
433,1233,4,IT,INFORMATION TECHNOLOGY,60,2022,No,,
434,1233,5,ME,MECHANICAL ENGINEERING,60,2010,No,,
435,1233,6,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
436,1233,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2026,,,
437,1233,8,SC,Computer Science and Engineering (Cyber Security),30,2026,,,
438,1235,1,CE,CIVIL ENGINEERING,60,2009,No,,
439,1235,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
440,1235,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
441,1235,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2008,No,,
442,1235,5,IT,INFORMATION TECHNOLOGY,15,2008,No,,
443,1235,6,ME,MECHANICAL ENGINEERING,30,2008,No,,
444,1237,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
445,1237,2,CS,COMPUTER SCIENCE AND ENGINEERING,240,2008,Yes,2025,
446,1237,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2008,Yes,2025,
447,1237,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2008,No,,
448,1237,5,IT,INFORMATION TECHNOLOGY,90,2008,Yes,2025,
449,1237,6,ME,MECHANICAL ENGINEERING,30,2011,No,,
450,1237,7,MZ,Mechatronics Engineering,30,2020,No,,
451,1238,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
452,1238,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
453,1238,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2008,No,,
454,1238,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
455,1238,5,ME,MECHANICAL ENGINEERING,30,2009,No,,
456,1238,6,BM,BIO MEDICAL ENGINEERING,30,2014,No,,
457,1238,7,IT,INFORMATION TECHNOLOGY,60,2024,No,,
458,1238,8,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2026,,,
459,1241,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
460,1241,2,CS,COMPUTER SCIENCE AND ENGINEERING,90,2009,No,,
461,1241,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
462,1241,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2009,No,,
463,1241,5,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2024,No,,
464,1241,6,IT,INFORMATION TECHNOLOGY,60,2024,No,,
465,1241,7,ME,MECHANICAL ENGINEERING,30,2009,No,,
466,1243,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
467,1243,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
468,1243,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2010,No,,
469,1243,4,IT,INFORMATION TECHNOLOGY,60,2009,No,,
470,1243,5,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
471,1301,1,EL,Electronics Engineering (VLSI Design and Technology) (SS),30,2024,No,,
472,1301,2,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
473,1301,3,EA,Electronics and Communication (Advanced Communication Technology),30,2024,No,,
474,1301,4,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2022,No,,
475,1301,5,CE,CIVIL ENGINEERING,30,2007,No,,
476,1301,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
477,1301,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2005,No,,
478,1301,8,IT,INFORMATION TECHNOLOGY,60,2001,No,,
479,1301,9,ME,MECHANICAL ENGINEERING,30,2005,Yes,2026,
480,1301,10,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
481,1301,11,CS,COMPUTER SCIENCE AND ENGINEERING,60,2001,No,,
482,1301,12,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
483,1301,13,DA,Bachelor of Design,30,2026,,,
484,1303,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2000,Yes,2028,
485,1303,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2002,Yes,2026,
486,1303,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2000,Yes,2028,
487,1303,4,ME,MECHANICAL ENGINEERING,60,2003,No,,
488,1303,5,IT,INFORMATION TECHNOLOGY,60,2000,No,,
489,1303,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
490,1303,7,BT,BIO TECHNOLOGY,60,2020,No,,
491,1303,8,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2022,No,,
492,1303,9,SC,Computer Science and Engineering (Cyber Security),60,2025,No,,
493,1304,1,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2024,No,,
494,1304,2,CD,COMPUTER SCIENCE AND DESIGN,60,2024,No,,
495,1304,3,BT,BIO TECHNOLOGY,60,2024,No,,
496,1304,4,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
497,1304,5,CE,CIVIL ENGINEERING,60,2007,Yes,2026,
498,1304,6,RM,ROBOTICS AND AUTOMATION,60,2020,No,,
499,1304,7,ME,MECHANICAL ENGINEERING,120,2003,Yes,2026,
500,1304,8,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
501,1304,9,IT,INFORMATION TECHNOLOGY,300,1999,Yes,2026,
502,1304,10,AU,AUTOMOBILE ENGINEERING,30,2014,Yes,2026,
503,1304,11,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,240,2020,No,,
504,1304,12,CS,COMPUTER SCIENCE AND ENGINEERING,420,1996,Yes,2026,
505,1304,13,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,240,1996,Yes,2026,
506,1304,14,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,1996,Yes,2026,
507,1304,15,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),120,2022,No,,
508,1306,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2021,No,,
509,1306,2,BT,BIO TECHNOLOGY,30,2002,No,,
510,1306,3,CS,COMPUTER SCIENCE AND ENGINEERING,180,2001,No,,
511,1306,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2001,Yes,2029,
512,1306,5,IT,INFORMATION TECHNOLOGY,120,2001,No,,
513,1306,6,ME,MECHANICAL ENGINEERING,60,2002,No,,
514,1306,7,AO,AEROSPACE ENGINEERING,30,2024,No,,
515,1306,8,CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),120,2024,No,,
516,1306,9,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2024,No,,
517,1306,10,EV,Electronics Engineering (VLSI Design and Technology),60,2026,,,##
518,1307,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2021,No,,
519,1307,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,1995,Yes,2027,
520,1307,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2021,No,,
521,1307,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,1995,No,,
522,1307,5,BM,BIO MEDICAL ENGINEERING,60,2005,No,,
523,1307,6,IT,INFORMATION TECHNOLOGY,90,1999,Yes,2027,
524,1307,7,CS,COMPUTER SCIENCE AND ENGINEERING,120,1995,No,,
525,1307,8,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
526,1307,9,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2022,No,,
527,1309,1,CE,CIVIL ENGINEERING,60,2002,Yes,2026,
528,1309,2,CS,COMPUTER SCIENCE AND ENGINEERING,180,2001,Yes,2026,
529,1309,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2001,Yes,2026,
530,1309,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2003,Yes,2027,
531,1309,5,IT,INFORMATION TECHNOLOGY,180,2001,Yes,2027,
532,1309,6,ME,MECHANICAL ENGINEERING,60,2010,Yes,2026,
533,1309,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2021,No,,
534,1309,8,AL,Artificial Intelligence and Machine Learning,60,2026,,,
535,1309,9,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
536,1310,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2020,No,,
537,1310,2,CE,CIVIL ENGINEERING,30,2005,No,,
538,1310,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2021,No,,
539,1310,4,CS,COMPUTER SCIENCE AND ENGINEERING,120,1994,No,,
540,1310,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1994,No,,
541,1310,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,1999,No,,
542,1310,7,ME,MECHANICAL ENGINEERING,30,1994,No,,
543,1310,8,IT,INFORMATION TECHNOLOGY,60,1999,No,,
544,1311,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,90,2020,No,,
545,1311,2,AE,AERONAUTICAL ENGINEERING,60,2007,Yes,2028,
546,1311,3,AO,AEROSPACE ENGINEERING,60,2019,No,,
547,1311,4,AU,AUTOMOBILE ENGINEERING,30,2018,Yes,2028,
548,1311,5,CE,CIVIL ENGINEERING,30,2011,No,,
549,1311,6,CS,COMPUTER SCIENCE AND ENGINEERING,240,1998,Yes,2026,
550,1311,7,FT,FASHION TECHNOLOGY,30,2018,No,,
551,1311,8,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2026,
552,1311,9,ME,MECHANICAL ENGINEERING,60,1998,No,,
553,1311,10,MZ,Mechatronics Engineering,60,2019,No,,
554,1311,11,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
555,1311,12,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1998,Yes,2028,
556,1311,13,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,1998,Yes,2026,
557,1311,14,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,No,,
558,1311,15,BM,BIO MEDICAL ENGINEERING,60,2026,,,
559,1316,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2021,No,,
560,1316,2,BM,BIO MEDICAL ENGINEERING,60,2014,Yes,2027,
561,1316,3,CE,CIVIL ENGINEERING,30,2010,No,,
562,1316,4,CS,COMPUTER SCIENCE AND ENGINEERING,180,2001,Yes,2028,
563,1316,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2001,Yes,2028,
564,1316,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,Yes,2026,
565,1316,7,ME,MECHANICAL ENGINEERING,30,2010,Yes,2028,
566,1316,8,CH,CHEMICAL ENGINEERING,30,2016,Yes,2028,
567,1316,9,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2028,
568,1316,10,MZ,Mechatronics Engineering,60,2014,Yes,2027,
569,1317,1,AL,Artificial Intelligence and Machine Learning,120,2021,No,,
570,1317,2,BT,BIO TECHNOLOGY,60,2002,Yes,2028,
571,1317,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,360,1994,Yes,2025,
572,1317,4,IT,INFORMATION TECHNOLOGY,480,1997,Yes,2025,
573,1317,5,MZ,Mechatronics Engineering,30,2024,No,,
574,1317,6,SC,Computer Science and Engineering (Cyber Security),120,2024,No,,
575,1317,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,420,2021,No,,
576,1317,8,CS,COMPUTER SCIENCE AND ENGINEERING,540,1997,Yes,2025,
577,1317,9,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2025,No,,
578,1317,10,ME,MECHANICAL ENGINEERING,90,1998,Yes,2025,
579,1317,11,CH,CHEMICAL ENGINEERING,30,1994,Yes,2025,
580,1317,12,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,1996,Yes,2025,
581,1317,13,CJ,M. Tech. Computer Science and Engineering (Integrated 5 years),60,2025,No,,
582,1317,14,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2026,,,
583,1319,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,1995,No,,
584,1319,2,CE,CIVIL ENGINEERING,60,2012,No,,
585,1319,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1995,No,,
586,1319,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1995,No,,
587,1319,5,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,0,2000,No,,**
588,1319,6,ME,MECHANICAL ENGINEERING,60,1995,No,,
589,1319,7,IT,INFORMATION TECHNOLOGY,120,1999,No,,
590,1319,8,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
591,1319,9,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
592,1319,10,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2026,,,
593,1321,1,MN,MANUFACTURING ENGINEERING,60,2010,No,,
594,1321,2,PA,PLASTIC TECHNOLOGY,60,2008,Yes,2028,
595,1322,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,300,2022,No,,
596,1322,2,AE,AERONAUTICAL ENGINEERING,60,2007,Yes,2026,
597,1322,3,AG,AGRICULTURAL ENGINEERING,30,2019,No,,
598,1322,4,BM,BIO MEDICAL ENGINEERING,60,2019,No,,
599,1322,5,CS,COMPUTER SCIENCE AND ENGINEERING,240,2001,Yes,2025,
600,1322,6,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
601,1322,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2001,Yes,2025,
602,1322,8,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2004,Yes,2025,
603,1322,9,CE,CIVIL ENGINEERING,30,2012,No,,
604,1322,10,IT,INFORMATION TECHNOLOGY,180,2001,Yes,2026,
605,1322,11,FD,FOOD TECHNOLOGY,30,2019,No,,
606,1322,12,ME,MECHANICAL ENGINEERING,60,2004,Yes,2026,
607,1322,13,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
608,1322,14,EF,Electrical and Computer Engineering,30,2025,No,,
609,1322,15,RI,ROBOTICS AND ARTIFICIAL INTELLIGENCE,30,2025,No,,
610,1322,16,CI,Computer Science and Engineering (Internet of Things),60,2025,No,,
611,1322,17,ER,ENVIRONMENTAL SCIENCE & TECHNOLOGY,30,2025,No,,
612,1322,18,MZ,Mechatronics Engineering,60,2026,,,
613,1325,1,CS,COMPUTER SCIENCE AND ENGINEERING,180,2008,No,,
614,1325,2,IT,INFORMATION TECHNOLOGY,90,2008,No,,
615,1325,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,2008,No,,
616,1325,4,ME,MECHANICAL ENGINEERING,60,2009,No,,
617,1325,5,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
618,1325,6,SC,Computer Science and Engineering (Cyber Security),60,2025,No,,
619,1333,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2009,No,,
620,1333,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2009,No,,
621,1333,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
622,1333,4,ME,MECHANICAL ENGINEERING,60,2009,No,,
623,1333,5,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
624,1333,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
625,1335,1,CE,CIVIL ENGINEERING,60,2009,No,,
626,1335,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,23,2009,No,,
627,1335,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2009,No,,
628,1335,4,ME,MECHANICAL ENGINEERING,60,2009,No,,
629,1335,5,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
630,1335,6,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
631,1339,1,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,No,,
632,1339,2,SC,Computer Science and Engineering (Cyber Security),30,2025,No,,
633,1339,3,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
634,1339,4,CS,COMPUTER SCIENCE AND ENGINEERING,120,2011,No,,
635,1339,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2011,No,,
636,1339,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2011,No,,
637,1399,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,360,2020,No,,
638,1399,2,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),300,2022,No,,
639,1399,3,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,120,2020,No,,
640,1399,4,CS,COMPUTER SCIENCE AND ENGINEERING,1140,2010,Yes,2027,
641,1399,5,CE,CIVIL ENGINEERING,30,2010,Yes,2026,
642,1399,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2010,Yes,2027,
643,1399,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,360,2010,Yes,2027,
644,1399,8,IT,INFORMATION TECHNOLOGY,360,2019,Yes,2029,
645,1399,9,ME,MECHANICAL ENGINEERING,120,2010,Yes,2030,
646,1399,10,MZ,Mechatronics Engineering,60,2013,Yes,2027,
647,1399,11,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
648,1399,12,BM,BIO MEDICAL ENGINEERING,60,2019,Yes,2029,
649,1399,13,EA,Electronics and Communication (Advanced Communication Technology),60,2023,No,,
650,1399,14,EV,Electronics Engineering (VLSI Design and Technology),60,2023,No,,
651,1401,1,CE,CIVIL ENGINEERING,60,1984,No,,
652,1401,2,ME,MECHANICAL ENGINEERING,60,1984,No,,
653,1401,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1993,No,,
654,1401,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,1984,No,,
655,1401,5,CS,COMPUTER SCIENCE AND ENGINEERING,90,1993,No,,
656,1401,6,IT,INFORMATION TECHNOLOGY,60,1998,No,,
657,1401,7,CH,CHEMICAL ENGINEERING,40,1997,No,,
658,1401,8,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2023,No,,
659,1401,9,CD,COMPUTER SCIENCE AND DESIGN,60,2025,No,,
660,1401,10,AG,AGRICULTURAL ENGINEERING,60,2025,No,,
661,1402,1,CS,COMPUTER SCIENCE AND ENGINEERING,60,2007,No,,
662,1402,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
663,1402,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1998,No,,
664,1402,4,ME,MECHANICAL ENGINEERING,60,1998,No,,
665,1405,1,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
666,1405,2,IT,INFORMATION TECHNOLOGY,90,2024,No,,
667,1405,3,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2020,No,,
668,1405,4,CS,COMPUTER SCIENCE AND ENGINEERING,180,2001,No,,
669,1405,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,2001,No,,
670,1405,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2001,No,,
671,1405,7,ME,MECHANICAL ENGINEERING,30,2011,No,,
672,1405,8,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
673,1407,1,SC,Computer Science and Engineering (Cyber Security),30,2024,No,,
674,1407,2,AU,AUTOMOBILE ENGINEERING,30,2023,No,,
